582509 -> 582510
TID,Start,Join,Alloc,Dealloc,Lock,Unlock,Cond Wait,Cond Signal,Cond BC,R1,R2,R4,R8,W1,W2,W4,W8,RW,RR,Stack ACC,Stack Range ACC,Func Call, Ptr PropTotal,size
0,2,2,11,10,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,986,0,1015, 20467
1,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,21, 588
2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,6,0,20, 638
