584322 -> 584323
TID,Start,Join,Alloc,Dealloc,Lock,Unlock,Cond Wait,Cond Signal,Cond BC,R1,R2,R4,R8,W1,W2,W4,W8,RW,RR,Stack ACC,Stack Range ACC,Func Call, Ptr PropTotal,size
0,2,2,11,11,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,1019,0,1051, 21228
1,0,0,4,3,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,4,0,15,0,29, 715
2,0,0,1,1,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,4,0,13,0,22, 560
