246 -> 247
TID,Start,Join,Alloc,Dealloc,Lock,Unlock,Cond Wait,Cond Signal,Cond BC,R1,R2,R4,R8,W1,W2,W4,W8,RW,RR,Stack ACC,Stack Range ACC,Func Call, Ptr PropTotal,size
0,2,0,11,10,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1013,0,1039, 20916
1,0,0,3,2,65,64,0,0,0,129,0,132,197,0,0,0,0,0,0,0,0,133,0,725, 22573
2,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,14,7,0,0,0,0,9,0,53, 1724
